duplicate_group,file,group_size,recommendation
134,dashboard/.next/static/media/KaTeX_Math-Italic.09xkhecjcn5r9.woff,2,choose canonical owner; archive/delete duplicate only after approval
135,dashboard/.next/dev/static/media/KaTeX_Math-Italic.0x23a-bmp-5tg.ttf,2,choose canonical owner; archive/delete duplicate only after approval
135,dashboard/.next/static/media/KaTeX_Math-Italic.0x23a-bmp-5tg.ttf,2,choose canonical owner; archive/delete duplicate only after approval
136,dashboard/.next/dev/static/media/KaTeX_Math-Italic.0zrha2c4sl2je.woff2,2,choose canonical owner; archive/delete duplicate only after approval
136,dashboard/.next/static/media/KaTeX_Math-Italic.0zrha2c4sl2je.woff2,2,choose canonical owner; archive/delete duplicate only after approval
137,dashboard/.next/dev/static/media/KaTeX_SansSerif-Bold.05a9.pc1j_zx9.woff2,2,choose canonical owner; archive/delete duplicate only after approval
137,dashboard/.next/static/media/KaTeX_SansSerif-Bold.05a9.pc1j_zx9.woff2,2,choose canonical owner; archive/delete duplicate only after approval
138,dashboard/.next/dev/static/media/KaTeX_SansSerif-Bold.0jcl-ayi1uun0.woff,2,choose canonical owner; archive/delete duplicate only after approval
138,dashboard/.next/static/media/KaTeX_SansSerif-Bold.0jcl-ayi1uun0.woff,2,choose canonical owner; archive/delete duplicate only after approval
139,dashboard/.next/dev/static/media/KaTeX_SansSerif-Bold.0re8y.dm7.mt5.ttf,2,choose canonical owner; archive/delete duplicate only after approval
139,dashboard/.next/static/media/KaTeX_SansSerif-Bold.0re8y.dm7.mt5.ttf,2,choose canonical owner; archive/delete duplicate only after approval
140,dashboard/.next/dev/static/media/KaTeX_SansSerif-Italic.0a0234dc3s62j.woff2,2,choose canonical owner; archive/delete duplicate only after approval
140,dashboard/.next/static/media/KaTeX_SansSerif-Italic.0a0234dc3s62j.woff2,2,choose canonical owner; archive/delete duplicate only after approval
141,dashboard/.next/dev/static/media/KaTeX_SansSerif-Italic.0judofdln9731.woff,2,choose canonical owner; archive/delete duplicate only after approval
141,dashboard/.next/static/media/KaTeX_SansSerif-Italic.0judofdln9731.woff,2,choose canonical owner; archive/delete duplicate only after approval
142,dashboard/.next/dev/static/media/KaTeX_SansSerif-Italic.10z1iap9pfus8.ttf,2,choose canonical owner; archive/delete duplicate only after approval
142,dashboard/.next/static/media/KaTeX_SansSerif-Italic.10z1iap9pfus8.ttf,2,choose canonical owner; archive/delete duplicate only after approval
143,dashboard/.next/dev/static/media/KaTeX_SansSerif-Regular.0h9yjlugq4q_e.woff,2,choose canonical owner; archive/delete duplicate only after approval
143,dashboard/.next/static/media/KaTeX_SansSerif-Regular.0h9yjlugq4q_e.woff,2,choose canonical owner; archive/delete duplicate only after approval
144,dashboard/.next/dev/static/media/KaTeX_SansSerif-Regular.0v6gcj32-czft.woff2,2,choose canonical owner; archive/delete duplicate only after approval
144,dashboard/.next/static/media/KaTeX_SansSerif-Regular.0v6gcj32-czft.woff2,2,choose canonical owner; archive/delete duplicate only after approval
145,dashboard/.next/dev/static/media/KaTeX_SansSerif-Regular.0zm18kga42ebc.ttf,2,choose canonical owner; archive/delete duplicate only after approval
145,dashboard/.next/static/media/KaTeX_SansSerif-Regular.0zm18kga42ebc.ttf,2,choose canonical owner; archive/delete duplicate only after approval
146,dashboard/.next/dev/static/media/KaTeX_Script-Regular.0c4.h-mer83d_.woff2,2,choose canonical owner; archive/delete duplicate only after approval
146,dashboard/.next/static/media/KaTeX_Script-Regular.0c4.h-mer83d_.woff2,2,choose canonical owner; archive/delete duplicate only after approval
147,dashboard/.next/dev/static/media/KaTeX_Script-Regular.0q14y6zkzlpob.ttf,2,choose canonical owner; archive/delete duplicate only after approval
147,dashboard/.next/static/media/KaTeX_Script-Regular.0q14y6zkzlpob.ttf,2,choose canonical owner; archive/delete duplicate only after approval
148,dashboard/.next/dev/static/media/KaTeX_Script-Regular.0ze6v4r_-99oy.woff,2,choose canonical owner; archive/delete duplicate only after approval
148,dashboard/.next/static/media/KaTeX_Script-Regular.0ze6v4r_-99oy.woff,2,choose canonical owner; archive/delete duplicate only after approval
149,dashboard/.next/dev/static/media/KaTeX_Size1-Regular.013x6a4ierotp.woff2,2,choose canonical owner; archive/delete duplicate only after approval
149,dashboard/.next/static/media/KaTeX_Size1-Regular.013x6a4ierotp.woff2,2,choose canonical owner; archive/delete duplicate only after approval
150,dashboard/.next/dev/static/media/KaTeX_Size1-Regular.0kidw0oi.m68o.woff,2,choose canonical owner; archive/delete duplicate only after approval
150,dashboard/.next/static/media/KaTeX_Size1-Regular.0kidw0oi.m68o.woff,2,choose canonical owner; archive/delete duplicate only after approval
151,dashboard/.next/dev/static/media/KaTeX_Size1-Regular.0m6y-i6wfokni.ttf,2,choose canonical owner; archive/delete duplicate only after approval
151,dashboard/.next/static/media/KaTeX_Size1-Regular.0m6y-i6wfokni.ttf,2,choose canonical owner; archive/delete duplicate only after approval
152,dashboard/.next/dev/static/media/KaTeX_Size2-Regular.0blpmluwilgbg.woff,2,choose canonical owner; archive/delete duplicate only after approval
152,dashboard/.next/static/media/KaTeX_Size2-Regular.0blpmluwilgbg.woff,2,choose canonical owner; archive/delete duplicate only after approval
153,dashboard/.next/dev/static/media/KaTeX_Size2-Regular.0d5inmyp-tyv3.woff2,2,choose canonical owner; archive/delete duplicate only after approval
153,dashboard/.next/static/media/KaTeX_Size2-Regular.0d5inmyp-tyv3.woff2,2,choose canonical owner; archive/delete duplicate only after approval
154,dashboard/.next/dev/static/media/KaTeX_Size2-Regular.0wnhnvj-.k9d5.ttf,2,choose canonical owner; archive/delete duplicate only after approval
154,dashboard/.next/static/media/KaTeX_Size2-Regular.0wnhnvj-.k9d5.ttf,2,choose canonical owner; archive/delete duplicate only after approval
155,dashboard/.next/dev/static/media/KaTeX_Size3-Regular.01h0xm_sfctj3.woff,2,choose canonical owner; archive/delete duplicate only after approval
155,dashboard/.next/static/media/KaTeX_Size3-Regular.01h0xm_sfctj3.woff,2,choose canonical owner; archive/delete duplicate only after approval
156,dashboard/.next/dev/static/media/KaTeX_Size3-Regular.0iukctyhw5j56.woff2,2,choose canonical owner; archive/delete duplicate only after approval
156,dashboard/.next/static/media/KaTeX_Size3-Regular.0iukctyhw5j56.woff2,2,choose canonical owner; archive/delete duplicate only after approval
157,dashboard/.next/dev/static/media/KaTeX_Size3-Regular.0jl8mqyf4gzpn.ttf,2,choose canonical owner; archive/delete duplicate only after approval
157,dashboard/.next/static/media/KaTeX_Size3-Regular.0jl8mqyf4gzpn.ttf,2,choose canonical owner; archive/delete duplicate only after approval
158,dashboard/.next/dev/static/media/KaTeX_Size4-Regular.0w3.rb_c4stzk.woff2,2,choose canonical owner; archive/delete duplicate only after approval
158,dashboard/.next/static/media/KaTeX_Size4-Regular.0w3.rb_c4stzk.woff2,2,choose canonical owner; archive/delete duplicate only after approval
159,dashboard/.next/dev/static/media/KaTeX_Size4-Regular.0wr_9l81-mu06.ttf,2,choose canonical owner; archive/delete duplicate only after approval
159,dashboard/.next/static/media/KaTeX_Size4-Regular.0wr_9l81-mu06.ttf,2,choose canonical owner; archive/delete duplicate only after approval
160,dashboard/.next/dev/static/media/KaTeX_Size4-Regular.12tvaesf3.zl3.woff,2,choose canonical owner; archive/delete duplicate only after approval
160,dashboard/.next/static/media/KaTeX_Size4-Regular.12tvaesf3.zl3.woff,2,choose canonical owner; archive/delete duplicate only after approval
161,dashboard/.next/dev/static/media/KaTeX_Typewriter-Regular.0c4zdxz~8frhm.woff2,2,choose canonical owner; archive/delete duplicate only after approval
161,dashboard/.next/static/media/KaTeX_Typewriter-Regular.0c4zdxz~8frhm.woff2,2,choose canonical owner; archive/delete duplicate only after approval
162,dashboard/.next/dev/static/media/KaTeX_Typewriter-Regular.0cgrzn5l3kao5.woff,2,choose canonical owner; archive/delete duplicate only after approval
162,dashboard/.next/static/media/KaTeX_Typewriter-Regular.0cgrzn5l3kao5.woff,2,choose canonical owner; archive/delete duplicate only after approval
163,dashboard/.next/dev/static/media/KaTeX_Typewriter-Regular.128~qc3858otl.ttf,2,choose canonical owner; archive/delete duplicate only after approval
163,dashboard/.next/static/media/KaTeX_Typewriter-Regular.128~qc3858otl.ttf,2,choose canonical owner; archive/delete duplicate only after approval
164,dashboard/.next/server/app/discoveries.rsc,2,choose canonical owner; archive/delete duplicate only after approval
164,dashboard/.next/server/app/discoveries.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
165,dashboard/.next/server/app/index.rsc,2,choose canonical owner; archive/delete duplicate only after approval
165,dashboard/.next/server/app/index.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
166,dashboard/.next/server/app/learn.rsc,2,choose canonical owner; archive/delete duplicate only after approval
166,dashboard/.next/server/app/learn.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
167,dashboard/.next/server/app/mathematics.rsc,2,choose canonical owner; archive/delete duplicate only after approval
167,dashboard/.next/server/app/mathematics.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
168,dashboard/.next/server/app/physics.rsc,2,choose canonical owner; archive/delete duplicate only after approval
168,dashboard/.next/server/app/physics.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
169,dashboard/.next/server/app/quantum.rsc,2,choose canonical owner; archive/delete duplicate only after approval
169,dashboard/.next/server/app/quantum.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
170,dashboard/.next/server/app/satellite.rsc,2,choose canonical owner; archive/delete duplicate only after approval
170,dashboard/.next/server/app/satellite.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
171,dashboard/.next/server/app/_global-error.html,2,choose canonical owner; archive/delete duplicate only after approval
171,dashboard/.next/server/pages/500.html,2,choose canonical owner; archive/delete duplicate only after approval
172,dashboard/.next/server/app/_global-error.rsc,2,choose canonical owner; archive/delete duplicate only after approval
172,dashboard/.next/server/app/_global-error.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
173,dashboard/.next/server/app/_not-found.html,2,choose canonical owner; archive/delete duplicate only after approval
173,dashboard/.next/server/pages/404.html,2,choose canonical owner; archive/delete duplicate only after approval
174,dashboard/.next/server/app/_not-found.rsc,2,choose canonical owner; archive/delete duplicate only after approval
174,dashboard/.next/server/app/_not-found.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/[externals]_next_dist_0arv.vj._.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/_next-internal_server_app_favicon_ico_route_actions_095lj93.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_discoveries_page_actions_10lflj8.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_learn_page_actions_09dl7vk.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_mathematics_page_actions_0ffs-bs.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_page_actions_09-gtaw.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_physics_page_actions_0~4t.5f.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_quantum_page_actions_0zj1ae7.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_satellite_page_actions_0p~dpt4.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_compare_page_actions_0va.on7.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_dashboard_benchmark_page_actions_0o1yjyp.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_dashboard_log_page_actions_0vm5dl1.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_dashboard_page_actions_108tr6f.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_dashboard_roadmap_page_actions_0inrcky.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_dashboard_scientific-log_page_actions_11bqfou.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_dashboard_timeline_page_actions_0f9w-yn.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_discoveries_page_actions_0_~ba9u.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_interactive_page_actions_0do7x7~.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_learn_page_actions_0tz6qdh.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_mathematics_page_actions_0_skj7i.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_physics_page_actions_04fjevj.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_quantum_page_actions_0inrhvn.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app_[lang]_satellite_page_actions_0vdejvu.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app__global-error_page_actions_0k77kol.js.map,25,choose canonical owner; archive/delete duplicate only after approval
175,dashboard/.next/server/chunks/ssr/_next-internal_server_app__not-found_page_actions_0eq97pa.js.map,25,choose canonical owner; archive/delete duplicate only after approval
176,dashboard/.next/server/chunks/[turbopack]_runtime.js.map,2,choose canonical owner; archive/delete duplicate only after approval
176,dashboard/.next/server/chunks/ssr/[turbopack]_runtime.js.map,2,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/discoveries.segments/discoveries.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/learn.segments/learn.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/mathematics.segments/mathematics.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/physics.segments/physics.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/quantum.segments/quantum.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/satellite.segments/satellite.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/_global-error.segments/_index.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/_not-found.segments/_not-found.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/compare.segments/$d$lang/compare.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/dashboard/benchmark.segments/$d$lang/dashboard.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/dashboard/benchmark.segments/$d$lang/dashboard/benchmark.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/dashboard/log.segments/$d$lang/dashboard.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/dashboard/log.segments/$d$lang/dashboard/log.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/dashboard/roadmap.segments/$d$lang/dashboard.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/dashboard/roadmap.segments/$d$lang/dashboard/roadmap.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/dashboard/scientific-log.segments/$d$lang/dashboard.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/dashboard/scientific-log.segments/$d$lang/dashboard/scientific-log.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/dashboard/timeline.segments/$d$lang/dashboard.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/dashboard/timeline.segments/$d$lang/dashboard/timeline.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/dashboard.segments/$d$lang/dashboard.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/discoveries.segments/$d$lang/discoveries.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/interactive.segments/$d$lang/interactive.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/learn.segments/$d$lang/learn.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/mathematics.segments/$d$lang/mathematics.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/physics.segments/$d$lang/physics.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/quantum.segments/$d$lang/quantum.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/en/satellite.segments/$d$lang/satellite.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/compare.segments/$d$lang/compare.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/dashboard/benchmark.segments/$d$lang/dashboard.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/dashboard/benchmark.segments/$d$lang/dashboard/benchmark.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/dashboard/log.segments/$d$lang/dashboard.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/dashboard/log.segments/$d$lang/dashboard/log.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/dashboard/roadmap.segments/$d$lang/dashboard.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/dashboard/roadmap.segments/$d$lang/dashboard/roadmap.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/dashboard/scientific-log.segments/$d$lang/dashboard.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/dashboard/scientific-log.segments/$d$lang/dashboard/scientific-log.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/dashboard/timeline.segments/$d$lang/dashboard.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/dashboard/timeline.segments/$d$lang/dashboard/timeline.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/dashboard.segments/$d$lang/dashboard.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/discoveries.segments/$d$lang/discoveries.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/interactive.segments/$d$lang/interactive.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/learn.segments/$d$lang/learn.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/mathematics.segments/$d$lang/mathematics.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/physics.segments/$d$lang/physics.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/quantum.segments/$d$lang/quantum.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
177,dashboard/.next/server/app/es/satellite.segments/$d$lang/satellite.segment.rsc,46,choose canonical owner; archive/delete duplicate only after approval
178,dashboard/.next/server/app/discoveries.segments/_head.segment.rsc,7,choose canonical owner; archive/delete duplicate only after approval
178,dashboard/.next/server/app/index.segments/_head.segment.rsc,7,choose canonical owner; archive/delete duplicate only after approval
178,dashboard/.next/server/app/learn.segments/_head.segment.rsc,7,choose canonical owner; archive/delete duplicate only after approval
178,dashboard/.next/server/app/mathematics.segments/_head.segment.rsc,7,choose canonical owner; archive/delete duplicate only after approval
178,dashboard/.next/server/app/physics.segments/_head.segment.rsc,7,choose canonical owner; archive/delete duplicate only after approval
178,dashboard/.next/server/app/quantum.segments/_head.segment.rsc,7,choose canonical owner; archive/delete duplicate only after approval
178,dashboard/.next/server/app/satellite.segments/_head.segment.rsc,7,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/discoveries.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/index.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/learn.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/mathematics.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/physics.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/quantum.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/satellite.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/_not-found.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/compare.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/dashboard.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/discoveries.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/interactive.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/learn.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/mathematics.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/physics.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/quantum.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/satellite.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/dashboard/benchmark.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/dashboard/log.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/dashboard/roadmap.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/dashboard/scientific-log.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/en/dashboard/timeline.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/compare.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/dashboard.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/discoveries.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/interactive.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/learn.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/mathematics.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/physics.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/quantum.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/satellite.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/dashboard/benchmark.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/dashboard/log.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/dashboard/roadmap.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/dashboard/scientific-log.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
179,dashboard/.next/server/app/es/dashboard/timeline.segments/_index.segment.rsc,36,choose canonical owner; archive/delete duplicate only after approval
180,dashboard/.next/server/app/en/compare.rsc,2,choose canonical owner; archive/delete duplicate only after approval
180,dashboard/.next/server/app/en/compare.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
181,dashboard/.next/server/app/en/dashboard.rsc,2,choose canonical owner; archive/delete duplicate only after approval
181,dashboard/.next/server/app/en/dashboard.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
182,dashboard/.next/server/app/en/discoveries.rsc,2,choose canonical owner; archive/delete duplicate only after approval
182,dashboard/.next/server/app/en/discoveries.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
183,dashboard/.next/server/app/en/interactive.rsc,2,choose canonical owner; archive/delete duplicate only after approval
183,dashboard/.next/server/app/en/interactive.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
184,dashboard/.next/server/app/en/learn.rsc,2,choose canonical owner; archive/delete duplicate only after approval
184,dashboard/.next/server/app/en/learn.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
185,dashboard/.next/server/app/en/mathematics.rsc,2,choose canonical owner; archive/delete duplicate only after approval
185,dashboard/.next/server/app/en/mathematics.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
186,dashboard/.next/server/app/en/physics.rsc,2,choose canonical owner; archive/delete duplicate only after approval
186,dashboard/.next/server/app/en/physics.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
187,dashboard/.next/server/app/en/quantum.rsc,2,choose canonical owner; archive/delete duplicate only after approval
187,dashboard/.next/server/app/en/quantum.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
188,dashboard/.next/server/app/en/satellite.rsc,2,choose canonical owner; archive/delete duplicate only after approval
188,dashboard/.next/server/app/en/satellite.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
189,dashboard/.next/server/app/es/compare.rsc,2,choose canonical owner; archive/delete duplicate only after approval
189,dashboard/.next/server/app/es/compare.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
190,dashboard/.next/server/app/es/dashboard.rsc,2,choose canonical owner; archive/delete duplicate only after approval
190,dashboard/.next/server/app/es/dashboard.segments/_full.segment.rsc,2,choose canonical owner; archive/delete duplicate only after approval
191,dashboard/.next/server/app/es/discoveries.rsc,2,choose canonical owner; archive/delete duplicate only after approval
