file,owner_subsystem,type,bytes,reason,recommendation
dashboard/.next/dev/static/chunks/node_modules_next_dist_0tt2wve._.js,dashboard,.js,208717,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_0tt2wve._.js.map,dashboard,.map,295673,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_115brz8._.js,dashboard,.js,248032,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_115brz8._.js.map,dashboard,.map,352019,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_build_polyfills_polyfill-nomodule.js,dashboard,.js,112594,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_build_polyfills_polyfill-nomodule.js.map,dashboard,.map,115717,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_client_0fhqo1d._.js,dashboard,.js,744211,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_client_0fhqo1d._.js.map,dashboard,.map,1056013,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_client_components_builtin_global-error_0r.3k2f.js,dashboard,.js,212,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js,dashboard,.js,144344,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js.map,dashboard,.map,200624,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js,dashboard,.js,746608,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js.map,dashboard,.map,2622239,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js,dashboard,.js,1057980,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js.map,dashboard,.map,1864160,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js,dashboard,.js,174652,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js.map,dashboard,.map,315338,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_recharts_es6_0.yy-if._.js,dashboard,.js,302701,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_recharts_es6_0.yy-if._.js.map,dashboard,.map,280130,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_recharts_es6_cartesian_0zwscvw._.js,dashboard,.js,210123,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_recharts_es6_cartesian_0zwscvw._.js.map,dashboard,.map,197567,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_recharts_es6_component_07ip~6p._.js,dashboard,.js,145866,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_recharts_es6_component_07ip~6p._.js.map,dashboard,.map,144620,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_recharts_es6_state_027zpuo._.js,dashboard,.js,435886,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_recharts_es6_state_027zpuo._.js.map,dashboard,.map,375760,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_recharts_es6_util_0ze3_c3._.js,dashboard,.js,182377,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/node_modules_recharts_es6_util_0ze3_c3._.js.map,dashboard,.map,249855,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/src_0hdc3fd._.js,dashboard,.js,158811,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/src_0hdc3fd._.js.map,dashboard,.map,51996,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/src_0whc-z6._.js,dashboard,.js,159635,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/src_0whc-z6._.js.map,dashboard,.map,74580,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/src_app_globals_css_0w3-wzy._.single.css,dashboard,.css,191175,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/src_app_globals_css_0w3-wzy._.single.css.map,dashboard,.map,219757,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/src_app_layout_tsx_004glpo._.js,dashboard,.js,315,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/src_app_[lang]_layout_tsx_0r.3k2f._.js,dashboard,.js,286,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/src_app_[lang]_satellite_page_tsx_0spznpf._.js,dashboard,.js,592,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/turbopack-_0p44nws._.js,dashboard,.js,92351,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/[next]_internal_font_google_inter_c15e96cb_module_css_0w3-wzy._.single.css,dashboard,.css,2630,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/[next]_internal_font_google_inter_c15e96cb_module_css_0w3-wzy._.single.css.map,dashboard,.map,4114,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/[root-of-the-server]__0bt.fam._.css,dashboard,.css,221624,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/[root-of-the-server]__0bt.fam._.css.map,dashboard,.map,250516,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/[turbopack]_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js,dashboard,.js,15615,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/[turbopack]_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js.map,dashboard,.map,27581,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/[turbopack]_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js,dashboard,.js,289,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/[turbopack]_browser_dev_hmr-client_hmr-client_ts_10z625~._.js,dashboard,.js,675,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/[turbopack]_browser_dev_hmr-client_hmr-client_ts_10z625~._.js.map,dashboard,.map,53,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/_0p44nws._.js.map,dashboard,.map,159225,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/chunks/_0rqeker._.js,dashboard,.js,756,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/development/_buildManifest.js,dashboard,.js,219,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/development/_clientMiddlewareManifest.js,dashboard,.js,96,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/development/_ssgManifest.js,dashboard,.js,76,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/1bffadaabf893a1e-s.16ipb6fqu393i.woff2,dashboard,.woff2,85272,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/2bbe8d2671613f1f-s.067x_6k0k23tk.woff2,dashboard,.woff2,10280,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/2c55a0e60120577a-s.0bjc5tiuqdqro.woff2,dashboard,.woff2,25844,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/5476f68d60460930-s.0wxq9webf.ew4.woff2,dashboard,.woff2,19044,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/83afe278b6a6bb3c-s.p.0q-301v4kxxnr.woff2,dashboard,.woff2,48432,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/9c72aa0f40e4eef8-s.0m6w47a4e5dy9.woff2,dashboard,.woff2,18744,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/ad66f9afd8947f86-s.11u06r12fd6v_.woff2,dashboard,.woff2,11272,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/favicon.0x3dzn~oxb6tn.ico,dashboard,.ico,25931,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_AMS-Regular.0b~8ki5y928w2.woff,dashboard,.woff,33516,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_AMS-Regular.0p1vbqd84i2~o.woff2,dashboard,.woff2,28076,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_AMS-Regular.173t6ktr7uf-w.ttf,dashboard,.ttf,63632,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Caligraphic-Bold.01-pzluls4zgb.woff2,dashboard,.woff2,6912,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Caligraphic-Bold.0x2v1lwn~880f.woff,dashboard,.woff,7716,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Caligraphic-Bold.16zv5fax0h0ka.ttf,dashboard,.ttf,12368,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Caligraphic-Regular.02i3z7wig438t.ttf,dashboard,.ttf,12344,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Caligraphic-Regular.0rysu1t-ncjq8.woff2,dashboard,.woff2,6908,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Caligraphic-Regular.10927swgekwun.woff,dashboard,.woff,7656,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Fraktur-Bold.0e-16u10iuyyf.woff,dashboard,.woff,13296,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Fraktur-Bold.0et27v~3~4uhe.ttf,dashboard,.ttf,19584,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Fraktur-Bold.0w23i72~hprpq.woff2,dashboard,.woff2,11348,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Fraktur-Regular.0b.riegzdfue2.woff,dashboard,.woff,13208,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Fraktur-Regular.0rekyoa-52fj_.woff2,dashboard,.woff2,11316,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Fraktur-Regular.0vjwa15znhk~4.ttf,dashboard,.ttf,19572,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Main-Bold.09i7~607shf-h.ttf,dashboard,.ttf,51336,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Main-Bold.09lmynrorhcbw.woff,dashboard,.woff,29912,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Main-Bold.16pfc63_du6mx.woff2,dashboard,.woff2,25324,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Main-BoldItalic.0cp37g7x1q8h6.woff,dashboard,.woff,19412,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Main-BoldItalic.0d54rk08rx11s.woff2,dashboard,.woff2,16780,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Main-BoldItalic.15j6k~hix2t_0.ttf,dashboard,.ttf,32968,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Main-Italic.0382gqciexmbu.woff,dashboard,.woff,19676,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Main-Italic.06o5nq0_91v60.woff2,dashboard,.woff2,16988,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Main-Italic.0su4i6mm18-wo.ttf,dashboard,.ttf,33580,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Main-Regular.08zh8z.7shijf.ttf,dashboard,.ttf,53580,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Main-Regular.0diheg01zyoph.woff,dashboard,.woff,30772,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Main-Regular.0kaf-ag2_wkm-.woff2,dashboard,.woff2,26272,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Math-BoldItalic.0ajzxypnbx1h1.ttf,dashboard,.ttf,31196,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Math-BoldItalic.0ck1myuerwyqw.woff,dashboard,.woff,18668,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Math-BoldItalic.0ja97dn.cpc87.woff2,dashboard,.woff2,16400,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Math-Italic.09xkhecjcn5r9.woff,dashboard,.woff,18748,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Math-Italic.0x23a-bmp-5tg.ttf,dashboard,.ttf,31308,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Math-Italic.0zrha2c4sl2je.woff2,dashboard,.woff2,16440,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_SansSerif-Bold.05a9.pc1j_zx9.woff2,dashboard,.woff2,12216,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_SansSerif-Bold.0jcl-ayi1uun0.woff,dashboard,.woff,14408,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_SansSerif-Bold.0re8y.dm7.mt5.ttf,dashboard,.ttf,24504,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_SansSerif-Italic.0a0234dc3s62j.woff2,dashboard,.woff2,12028,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_SansSerif-Italic.0judofdln9731.woff,dashboard,.woff,14112,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_SansSerif-Italic.10z1iap9pfus8.ttf,dashboard,.ttf,22364,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_SansSerif-Regular.0h9yjlugq4q_e.woff,dashboard,.woff,12316,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_SansSerif-Regular.0v6gcj32-czft.woff2,dashboard,.woff2,10344,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_SansSerif-Regular.0zm18kga42ebc.ttf,dashboard,.ttf,19436,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Script-Regular.0c4.h-mer83d_.woff2,dashboard,.woff2,9644,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Script-Regular.0q14y6zkzlpob.ttf,dashboard,.ttf,16648,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Script-Regular.0ze6v4r_-99oy.woff,dashboard,.woff,10588,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Size1-Regular.013x6a4ierotp.woff2,dashboard,.woff2,5468,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Size1-Regular.0kidw0oi.m68o.woff,dashboard,.woff,6496,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Size1-Regular.0m6y-i6wfokni.ttf,dashboard,.ttf,12228,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Size2-Regular.0blpmluwilgbg.woff,dashboard,.woff,6188,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Size2-Regular.0d5inmyp-tyv3.woff2,dashboard,.woff2,5208,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Size2-Regular.0wnhnvj-.k9d5.ttf,dashboard,.ttf,11508,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Size3-Regular.01h0xm_sfctj3.woff,dashboard,.woff,4420,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Size3-Regular.0iukctyhw5j56.woff2,dashboard,.woff2,3624,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Size3-Regular.0jl8mqyf4gzpn.ttf,dashboard,.ttf,7588,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Size4-Regular.0w3.rb_c4stzk.woff2,dashboard,.woff2,4928,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Size4-Regular.0wr_9l81-mu06.ttf,dashboard,.ttf,10364,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Size4-Regular.12tvaesf3.zl3.woff,dashboard,.woff,5980,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Typewriter-Regular.0c4zdxz~8frhm.woff2,dashboard,.woff2,13568,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Typewriter-Regular.0cgrzn5l3kao5.woff,dashboard,.woff,16028,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/dev/static/media/KaTeX_Typewriter-Regular.128~qc3858otl.ttf,dashboard,.ttf,27556,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/discoveries.html,dashboard,.html,8215,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/discoveries.meta,dashboard,.meta,375,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/discoveries.rsc,dashboard,.rsc,5640,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/favicon.ico.body,dashboard,.body,25931,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/favicon.ico.meta,dashboard,.meta,211,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/index.html,dashboard,.html,7689,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/index.meta,dashboard,.meta,305,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/index.rsc,dashboard,.rsc,5223,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/learn.html,dashboard,.html,8197,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/learn.meta,dashboard,.meta,339,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/learn.rsc,dashboard,.rsc,5622,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/mathematics.html,dashboard,.html,8215,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/mathematics.meta,dashboard,.meta,375,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/mathematics.rsc,dashboard,.rsc,5640,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/page.js,dashboard,.js,1006,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/page.js.map,dashboard,.map,53,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/page.js.nft.json,dashboard,.json,7550,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/page_client-reference-manifest.js,dashboard,.js,6433,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/physics.html,dashboard,.html,8205,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/physics.meta,dashboard,.meta,353,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/physics.rsc,dashboard,.rsc,5630,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/quantum.html,dashboard,.html,8203,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/quantum.meta,dashboard,.meta,351,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/quantum.rsc,dashboard,.rsc,5628,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/satellite.html,dashboard,.html,8209,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/satellite.meta,dashboard,.meta,363,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/satellite.rsc,dashboard,.rsc,5634,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/_global-error.html,dashboard,.html,9550,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/_global-error.meta,dashboard,.meta,314,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/_global-error.rsc,dashboard,.rsc,5135,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/_not-found.html,dashboard,.html,10273,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/_not-found.meta,dashboard,.meta,335,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/_not-found.rsc,dashboard,.rsc,6585,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/chunks/[externals]_next_dist_0arv.vj._.js,dashboard,.js,1054,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/chunks/[externals]_next_dist_0arv.vj._.js.map,dashboard,.map,51,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/chunks/[root-of-the-server]__0teziyo._.js,dashboard,.js,195117,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/chunks/[root-of-the-server]__0teziyo._.js.map,dashboard,.map,777914,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/chunks/[turbopack]_runtime.js,dashboard,.js,34223,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/chunks/[turbopack]_runtime.js.map,dashboard,.map,62757,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/chunks/_next-internal_server_app_favicon_ico_route_actions_095lj93.js,dashboard,.js,124,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/chunks/_next-internal_server_app_favicon_ico_route_actions_095lj93.js.map,dashboard,.map,51,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/pages/404.html,dashboard,.html,10273,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/pages/500.html,dashboard,.html,9550,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/discoveries/page.js,dashboard,.js,1033,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/discoveries/page.js.map,dashboard,.map,53,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/discoveries/page.js.nft.json,dashboard,.json,7877,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/discoveries/page_client-reference-manifest.js,dashboard,.js,6445,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/discoveries.segments/discoveries.segment.rsc,dashboard,.rsc,445,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/discoveries.segments/_full.segment.rsc,dashboard,.rsc,5640,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/discoveries.segments/_head.segment.rsc,dashboard,.rsc,1349,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/discoveries.segments/_index.segment.rsc,dashboard,.rsc,2390,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/discoveries.segments/_tree.segment.rsc,dashboard,.rsc,541,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/en/compare.html,dashboard,.html,63301,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/en/compare.meta,dashboard,.meta,372,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/en/compare.rsc,dashboard,.rsc,9644,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/en/dashboard.html,dashboard,.html,76982,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/en/dashboard.meta,dashboard,.meta,382,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/en/dashboard.rsc,dashboard,.rsc,27338,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/en/discoveries.html,dashboard,.html,78191,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/en/discoveries.meta,dashboard,.meta,392,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/en/discoveries.rsc,dashboard,.rsc,29508,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/en/interactive.html,dashboard,.html,112129,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/en/interactive.meta,dashboard,.meta,392,generated extension or report pattern,"keep if cited, otherwise archive by domain"
dashboard/.next/server/app/en/interactive.rsc,dashboard,.rsc,20112,generated extension or report pattern,"keep if cited, otherwise archive by domain"
