file,source_domain,target_domain,import,cross_domain,note
physics/core/validation/structural_invariance_tests.py,physics,core,core.autonomous.latent_snapshot_exporter,True,
quantum/analysis/novelty_metrics.py,quantum,quantum,quantum.memory.context_compatibility,False,
quantum/analysis/pairwise_synergy_audit.py,quantum,quantum,quantum.memory.context_compatibility,False,
quantum/analysis/pairwise_synergy_audit.py,quantum,quantum,quantum.analysis.interaction_classifier,False,
quantum/analysis/pairwise_synergy_audit.py,quantum,quantum,quantum.analysis.novelty_metrics,False,
quantum/analysis/synergy_predictor.py,quantum,quantum,quantum.memory.context_compatibility,False,
quantum/audits/counterfactual_scaffold_audit.py,quantum,quantum,quantum.analysis.transferability_features,False,
quantum/audits/cross_domain_discovery_audit.py,quantum,quantum,quantum.discovery.autonomous_scaffold_generator,False,
quantum/audits/discovery_compression_audit.py,quantum,quantum,quantum.discovery.autonomous_scaffold_generator,False,
quantum/audits/discovery_compression_audit.py,quantum,quantum,quantum.optimization.pyzx_optimizer,False,
quantum/audits/discovery_compression_audit.py,quantum,quantum,quantum.simulation.simulation_manager,False,
quantum/audits/label_shuffle_audit.py,quantum,quantum,quantum.qml.pennylane_models,False,
quantum/audits/label_shuffle_audit.py,quantum,quantum,quantum.qml.tfq_models,False,
quantum/audits/label_shuffle_audit.py,quantum,quantum,quantum.qml.torchquantum_models,False,
quantum/audits/optimization_removal_audit.py,quantum,quantum,quantum.simulation.simulation_manager,False,
quantum/audits/optimization_removal_audit.py,quantum,quantum,quantum.optimization.pyzx_optimizer,False,
quantum/audits/random_evolution_control.py,quantum,quantum,quantum.discovery.autonomous_scaffold_generator,False,
quantum/audits/realism_audit.py,quantum,quantum,quantum.simulation.simulation_manager,False,
quantum/audits/realism_audit.py,quantum,quantum,quantum.noise.noise_model,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.integration.qiskit_adapter,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.integration.pyzx_adapter,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.integration.tket_adapter,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.integration.bqskit_adapter,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.integration.cirq_adapter,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.optimization.qiskit_plugin,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.optimization.pyzx_optimizer,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.knowledge.knowledge_graph,False,
quantum/benchmarks/benchmark_all_compilers.py,quantum,quantum,quantum.optimization.pyzx_optimizer,False,
quantum/benchmarks/benchmark_biased_retrieval.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_biased_retrieval.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_biased_retrieval.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_biased_retrieval.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/benchmarks/benchmark_biased_retrieval.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_biased_retrieval.py,quantum,core,core.observability,True,
quantum/benchmarks/benchmark_causal_audit.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_causal_audit.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_causal_audit.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_causal_audit.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/benchmarks/benchmark_causal_audit.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_causal_audit.py,quantum,core,core.observability.dashboard,True,
quantum/benchmarks/benchmark_causal_audit.py,quantum,core,core.observability,True,
quantum/benchmarks/benchmark_context_retrieval.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_context_retrieval.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_context_retrieval.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_context_retrieval.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/benchmarks/benchmark_context_retrieval.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_context_retrieval.py,quantum,quantum,quantum.knowledge.context_schema,False,
quantum/benchmarks/benchmark_context_retrieval.py,quantum,core,core.observability.experiment_logger,True,
quantum/benchmarks/benchmark_context_retrieval.py,quantum,core,core.observability.documentation_manager,True,
quantum/benchmarks/benchmark_context_retrieval.py,quantum,quantum,quantum.benchmarks.benchmark_context_validation,False,
quantum/benchmarks/benchmark_context_validation.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_context_validation.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_context_validation.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_context_validation.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/benchmarks/benchmark_context_validation.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_context_validation.py,quantum,quantum,quantum.knowledge.representation_analyzer,False,
quantum/benchmarks/benchmark_context_validation.py,quantum,quantum,quantum.knowledge.context_schema,False,
quantum/benchmarks/benchmark_cuquantum_scaling.py,quantum,quantum,quantum.simulation.simulation_manager,False,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,quantum,quantum.knowledge.context_schema,False,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,quantum,quantum.memory.context_compatibility,False,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,quantum,quantum.memory.scaffold_builder,False,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,quantum,quantum.analysis.scaffold_counterfactual_evaluator,False,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,quantum,quantum.analysis.novelty_metrics,False,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,core,core.observability.experiment_logger,True,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,core,core.observability.documentation_manager,True,
quantum/benchmarks/benchmark_emergent_scaffolds.py,quantum,quantum,quantum.memory.scaffold_builder,False,
quantum/benchmarks/benchmark_gold_standard.py,quantum,quantum,quantum.integration.qiskit_adapter,False,
quantum/benchmarks/benchmark_gold_standard.py,quantum,quantum,quantum.optimization.qiskit_plugin,False,
quantum/benchmarks/benchmark_hierarchical_composition.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_hierarchical_composition.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_hierarchical_composition.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_hierarchical_composition.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/benchmarks/benchmark_hierarchical_composition.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_hierarchical_composition.py,quantum,quantum,quantum.knowledge.context_schema,False,
quantum/benchmarks/benchmark_hierarchical_composition.py,quantum,quantum,quantum.memory.context_compatibility,False,
quantum/benchmarks/benchmark_hierarchical_composition.py,quantum,quantum,quantum.memory.scaffold_builder,False,
quantum/benchmarks/benchmark_hierarchical_composition.py,quantum,quantum,quantum.analysis.scaffold_evaluator,False,
quantum/benchmarks/benchmark_hierarchical_composition.py,quantum,core,core.observability.experiment_logger,True,
quantum/benchmarks/benchmark_hierarchical_composition.py,quantum,core,core.observability.documentation_manager,True,
quantum/benchmarks/benchmark_noise_resilience.py,quantum,quantum,quantum.noise.mitiq_backend,False,
quantum/benchmarks/benchmark_pyzx_synergy.py,quantum,quantum,quantum.optimization.pyzx_optimizer,False,
quantum/benchmarks/benchmark_quality_audit.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_quality_audit.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_quality_audit.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_quality_audit.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/benchmarks/benchmark_quality_audit.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_quality_audit.py,quantum,quantum,quantum.knowledge.pattern_valuation,False,
quantum/benchmarks/benchmark_quality_audit.py,quantum,core,core.observability,True,
quantum/benchmarks/benchmark_realistic_scaling.py,quantum,quantum,quantum.simulation.simulation_manager,False,
quantum/benchmarks/benchmark_representation_audit.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_representation_audit.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_representation_audit.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_representation_audit.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/benchmarks/benchmark_representation_audit.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_representation_audit.py,quantum,quantum,quantum.knowledge.representation_analyzer,False,
quantum/benchmarks/benchmark_representation_audit.py,quantum,core,core.observability,True,
quantum/benchmarks/benchmark_research_infrastructure.py,quantum,quantum,quantum.research.research_registry,False,
quantum/benchmarks/benchmark_research_infrastructure.py,quantum,quantum,quantum.graph.knowledge_graph_analyzer,False,
quantum/benchmarks/benchmark_research_infrastructure.py,quantum,quantum,quantum.explainability.shap_analyzer,False,
quantum/benchmarks/benchmark_research_infrastructure.py,quantum,quantum,quantum.benchmarks.benchmark_cuquantum_scaling,False,
quantum/benchmarks/benchmark_research_infrastructure.py,quantum,quantum,quantum.benchmarks.benchmark_pyzx_synergy,False,
quantum/benchmarks/benchmark_research_infrastructure.py,quantum,quantum,quantum.benchmarks.benchmark_noise_resilience,False,
quantum/benchmarks/benchmark_research_infrastructure.py,quantum,quantum,quantum.benchmarks.benchmark_tfq_models,False,
quantum/benchmarks/benchmark_research_infrastructure.py,quantum,quantum,quantum.benchmarks.benchmark_torchquantum,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.knowledge.context_schema,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.memory.context_compatibility,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.memory.scaffold_builder,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.analysis.scaffold_counterfactual_evaluator,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.analysis.novelty_metrics,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.analysis.interaction_classifier,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.analysis.pairwise_synergy_audit,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.analysis.synergy_predictor,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.analysis.synergy_registry,False,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,core,core.observability.experiment_logger,True,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,core,core.observability.documentation_manager,True,
quantum/benchmarks/benchmark_synergy_discovery.py,quantum,quantum,quantum.memory.scaffold_builder,False,
quantum/benchmarks/benchmark_synergy_transfer.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_synergy_transfer.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_synergy_transfer.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_synergy_transfer.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/benchmarks/benchmark_synergy_transfer.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_synergy_transfer.py,quantum,quantum,quantum.knowledge.context_schema,False,
quantum/benchmarks/benchmark_synergy_transfer.py,quantum,quantum,quantum.analysis.interaction_classifier,False,
quantum/benchmarks/benchmark_synergy_transfer.py,quantum,quantum,quantum.analysis.novelty_metrics,False,
quantum/benchmarks/benchmark_synergy_transfer.py,quantum,quantum,quantum.analysis.pairwise_synergy_audit,False,
quantum/benchmarks/benchmark_synergy_transfer.py,quantum,quantum,quantum.analysis.synergy_transfer_registry,False,
quantum/benchmarks/benchmark_synergy_transfer.py,quantum,core,core.observability.experiment_logger,True,
quantum/benchmarks/benchmark_synergy_transfer.py,quantum,core,core.observability.documentation_manager,True,
quantum/benchmarks/benchmark_tfq_models.py,quantum,quantum,quantum.qml.pennylane_models,False,
quantum/benchmarks/benchmark_tfq_models.py,quantum,quantum,quantum.qml.tfq_models,False,
quantum/benchmarks/benchmark_torchquantum.py,quantum,quantum,quantum.qml.torchquantum_models,False,
quantum/benchmarks/benchmark_transferability.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_transferability.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_transferability.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_transferability.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/benchmarks/benchmark_transferability.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_transferability.py,quantum,quantum,quantum.knowledge.context_schema,False,
quantum/benchmarks/benchmark_transferability.py,quantum,quantum,quantum.analysis.transferability_features,False,
quantum/benchmarks/benchmark_transferability.py,quantum,quantum,quantum.analysis.transferability_predictor,False,
quantum/benchmarks/benchmark_transferability.py,quantum,core,core.observability.experiment_logger,True,
quantum/benchmarks/benchmark_transferability.py,quantum,core,core.observability.documentation_manager,True,
quantum/benchmarks/benchmark_transfer_learning.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/benchmarks/benchmark_transfer_learning.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/benchmarks/benchmark_transfer_learning.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/benchmarks/benchmark_transfer_learning.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/benchmarks/benchmark_transfer_learning.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/benchmarks/benchmark_transfer_learning.py,quantum,core,core.observability.experiment_logger,True,
quantum/benchmarks/benchmark_transfer_learning.py,quantum,core,core.observability.dashboard,True,
quantum/benchmarks/explainability_audit.py,quantum,quantum,quantum.explainability.shap_analyzer,False,
quantum/benchmarks/verify_real_benchmarks.py,quantum,quantum,quantum.integration.qiskit_adapter,False,
quantum/benchmarks/verify_real_benchmarks.py,quantum,quantum,quantum.optimization.qiskit_plugin,False,
quantum/critics/quantum_critic.py,quantum,core,core.abstractions.base_critic,True,
quantum/discovery/autonomous_scaffold_generator.py,quantum,quantum,quantum.simulation.simulation_manager,False,
quantum/discovery/autonomous_scaffold_generator.py,quantum,quantum,quantum.optimization.pyzx_optimizer,False,
quantum/discovery/autonomous_scaffold_generator.py,quantum,quantum,quantum.noise.mitiq_backend,False,
quantum/discovery/autonomous_scaffold_generator.py,quantum,quantum,quantum.analysis.transferability_features,False,
quantum/discovery/discovery_benchmark.py,quantum,quantum,quantum.discovery.autonomous_scaffold_generator,False,
quantum/discovery/discovery_benchmark.py,quantum,quantum,quantum.qml.pennylane_models,False,
quantum/evidence_audit/correlation_forensics.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/evidence_audit/counterfactual_evidence.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/evidence_audit/vendor_independence.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/evolution/evolution_engine.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/evolution/evolution_engine.py,quantum,quantum,quantum.knowledge.canonicalizer,False,
quantum/evolution/evolution_engine.py,quantum,quantum,quantum.knowledge.quantum_pattern_extractor,False,
quantum/evolution/evolution_engine.py,quantum,quantum,quantum.knowledge.knowledge_graph,False,
quantum/evolution/evolution_engine.py,quantum,quantum,quantum.knowledge.context_schema,False,
quantum/evolution/evolution_engine.py,quantum,quantum,quantum.knowledge.context_schema,False,
quantum/evolution/evolution_engine.py,quantum,quantum,quantum.memory.scaffold_builder,False,
quantum/evolution/evolution_engine.py,quantum,quantum,quantum.memory.scaffold_builder,False,
quantum/evolution/__init__.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/evolution/__init__.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/external_audit/adversarial_model_tournament.py,quantum,quantum,quantum.reality_native.domain_expansion_engine,False,
quantum/external_audit/adversarial_model_tournament.py,quantum,quantum,quantum.reality_native.parallel_theory_discovery,False,
quantum/external_audit/double_blind_reproduction.py,quantum,quantum,quantum.reality_native.domain_expansion_engine,False,
quantum/external_audit/double_blind_reproduction.py,quantum,quantum,quantum.reality_native.parallel_theory_discovery,False,
quantum/external_audit/external_hardware_challenge.py,quantum,quantum,quantum.reality_native.domain_expansion_engine,False,
quantum/external_audit/external_hardware_challenge.py,quantum,quantum,quantum.reality_native.parallel_theory_discovery,False,
quantum/external_audit/hostile_leakage_audit.py,quantum,quantum,quantum.reality_native.domain_expansion_engine,False,
quantum/external_audit/independent_physics_review.py,quantum,quantum,quantum.reality_native.domain_expansion_engine,False,
quantum/external_audit/independent_physics_review.py,quantum,quantum,quantum.reality_native.parallel_theory_discovery,False,
quantum/external_audit/independent_physics_review.py,quantum,quantum,quantum.novel_physics.alternative_explanation_audit,False,
quantum/external_audit/meta_reproduction_engine.py,quantum,quantum,quantum.reality_native.domain_expansion_engine,False,
quantum/external_audit/meta_reproduction_engine.py,quantum,quantum,quantum.reality_native.parallel_theory_discovery,False,
quantum/external_audit/red_team_reimplementation.py,quantum,quantum,quantum.reality_native.domain_expansion_engine,False,
quantum/external_audit/red_team_reimplementation.py,quantum,quantum,quantum.reality_native.parallel_theory_discovery,False,
quantum/factories/quantum_factory.py,quantum,core,core.orchestration.scientific_container,True,
quantum/factories/quantum_factory.py,quantum,quantum,quantum.generators.quantum_hypothesis_generator,False,
quantum/factories/quantum_factory.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/factories/quantum_factory.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/factories/quantum_factory.py,quantum,quantum,quantum.memory.quantum_memory,False,
quantum/factories/quantum_factory.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/factories/quantum_factory.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/generators/quantum_hypothesis_generator.py,quantum,core,core.abstractions.base_hypothesis_generator,True,
quantum/hardware/calibration_audit.py,quantum,quantum,quantum.hardware.hardware_runner,False,
quantum/hardware/calibration_audit.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/hardware/hardware_adversary.py,quantum,quantum,quantum.hardware.hardware_runner,False,
quantum/hardware/hardware_adversary.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/hardware/hardware_fdr_audit.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/hardware/hardware_fdr_audit.py,quantum,quantum,quantum.hardware.physical_mechanism_validation,False,
quantum/hardware/hardware_replication.py,quantum,quantum,quantum.hardware.hardware_runner,False,
quantum/hardware/hardware_replication.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/hardware/hardware_runner.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/hardware/hardware_theory_tournament.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/hardware/negative_results_repository.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/hardware/ood_hardware_validation.py,quantum,quantum,quantum.hardware.hardware_runner,False,
quantum/hardware/ood_hardware_validation.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/hardware/physical_mechanism_validation.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/hardware/physical_mechanism_validation.py,quantum,quantum,quantum.theory.mechanism_engine,False,
quantum/hardware/preregistered_predictions.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/hardware/reality_evolution.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/hardware/reality_evolution.py,quantum,quantum,quantum.hardware.negative_results_repository,False,
quantum/hardware/temporal_stability.py,quantum,quantum,quantum.hardware.hardware_runner,False,
quantum/hardware/temporal_stability.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/hardware/theory_experiment_generator.py,quantum,quantum,quantum.theory.theory_memory,False,
quantum/integration/bqskit_adapter.py,quantum,quantum,quantum.integration.qiskit_adapter,False,
quantum/integration/pyzx_adapter.py,quantum,quantum,quantum.optimization.pyzx_optimizer,False,
quantum/integration/pyzx_adapter.py,quantum,quantum,quantum.optimization.pyzx_optimizer,False,
quantum/integration/tket_adapter.py,quantum,quantum,quantum.integration.qiskit_adapter,False,
quantum/law_discovery/benchmark_law_discovery.py,quantum,quantum,quantum.law_discovery.scientific_loop,False,
quantum/law_discovery/law_discovery_audit.py,quantum,quantum,quantum.law_discovery.law_memory,False,
quantum/law_discovery/scientific_loop.py,quantum,quantum,quantum.law_discovery.scientific_observer,False,
quantum/law_discovery/scientific_loop.py,quantum,quantum,quantum.law_discovery.pattern_miner,False,
quantum/law_discovery/scientific_loop.py,quantum,quantum,quantum.law_discovery.symbolic_law_generator,False,
quantum/law_discovery/scientific_loop.py,quantum,quantum,quantum.law_discovery.hypothesis_generator,False,
quantum/law_discovery/scientific_loop.py,quantum,quantum,quantum.law_discovery.mechanistic_explainer,False,
quantum/law_discovery/scientific_loop.py,quantum,quantum,quantum.law_discovery.causal_law_verifier,False,
quantum/law_discovery/scientific_loop.py,quantum,quantum,quantum.law_discovery.law_falsification_engine,False,
quantum/law_discovery/scientific_loop.py,quantum,quantum,quantum.law_discovery.law_tournament,False,
quantum/law_discovery/scientific_loop.py,quantum,quantum,quantum.law_discovery.theory_refinement,False,
quantum/law_discovery/scientific_loop.py,quantum,quantum,quantum.law_discovery.law_memory,False,
quantum/law_discovery/scientific_loop.py,quantum,quantum,quantum.law_discovery.mdl_analyzer,False,
quantum/law_discovery/scientific_loop.py,quantum,quantum,quantum.law_discovery.meta_law_discovery,False,
quantum/law_discovery/synthetic_law_benchmark.py,quantum,quantum,quantum.law_discovery.scientific_observer,False,
quantum/law_discovery/synthetic_law_benchmark.py,quantum,quantum,quantum.law_discovery.pattern_miner,False,
quantum/law_discovery/synthetic_law_benchmark.py,quantum,quantum,quantum.law_discovery.symbolic_law_generator,False,
quantum/law_validation/counterexample_discovery.py,quantum,quantum,quantum.law_validation.replication_engine,False,
quantum/law_validation/cross_simulator_validator.py,quantum,quantum,quantum.law_validation.replication_engine,False,
quantum/law_validation/fdr_audit.py,quantum,quantum,quantum.law_validation.replication_engine,False,
quantum/law_validation/grand_adversarial_audit.py,quantum,quantum,quantum.law_validation.replication_engine,False,
quantum/law_validation/historical_recovery.py,quantum,quantum,quantum.law_validation.replication_engine,False,
quantum/law_validation/holdout_validation.py,quantum,quantum,quantum.law_discovery.scientific_observer,False,
quantum/law_validation/holdout_validation.py,quantum,quantum,quantum.law_validation.replication_engine,False,
quantum/law_validation/law_blind_validation.py,quantum,quantum,quantum.law_discovery.scientific_observer,False,
quantum/law_validation/law_blind_validation.py,quantum,quantum,quantum.law_validation.replication_engine,False,
quantum/law_validation/law_compression.py,quantum,quantum,quantum.law_validation.replication_engine,False,
quantum/law_validation/law_minimality.py,quantum,quantum,quantum.law_validation.replication_engine,False,
quantum/memory/context_compatibility.py,quantum,quantum,quantum.knowledge.context_schema,False,
quantum/memory/quantum_memory.py,quantum,core,core.abstractions.base_memory,True,
quantum/memory/quantum_memory.py,quantum,quantum,quantum.knowledge.context_schema,False,
quantum/memory/quantum_memory.py,quantum,quantum,quantum.knowledge.pattern_valuation,False,
quantum/memory/quantum_memory.py,quantum,quantum,quantum.memory.context_compatibility,False,
quantum/memory/scaffold_builder.py,quantum,quantum,quantum.knowledge.context_schema,False,
quantum/memory/scaffold_builder.py,quantum,quantum,quantum.memory.context_compatibility,False,
quantum/memory/scaffold_builder.py,quantum,quantum,quantum.knowledge.knowledge_graph,False,
quantum/memory/scaffold_builder.py,quantum,quantum,quantum.optimization.pyzx_optimizer,False,
quantum/novel_physics/novel_effect_extractor.py,quantum,quantum,quantum.novel_physics.known_effect_catalog,False,
quantum/novel_physics/physics_baseline_library.py,quantum,quantum,quantum.novel_physics.standard_physics_models,False,
quantum/novel_physics/residual_frontier_engine.py,quantum,quantum,quantum.novel_physics.physics_baseline_library,False,
quantum/optimization/calibration_model.py,quantum,quantum,quantum.optimization.hardware_cost_model,False,
quantum/optimization/hardware_cost_model.py,quantum,quantum,quantum.integration.qiskit_adapter,False,
quantum/optimization/motif_discovery.py,quantum,quantum,quantum.integration.qiskit_adapter,False,
quantum/optimization/motif_discovery.py,quantum,quantum,quantum.optimization.hardware_cost_model,False,
quantum/optimization/motif_discovery.py,quantum,quantum,quantum.optimization.motif_validator,False,
quantum/optimization/motif_economic_analysis.py,quantum,quantum,quantum.optimization.hardware_savings_model,False,
quantum/optimization/motif_rewriter.py,quantum,quantum,quantum.integration.qiskit_adapter,False,
quantum/optimization/motif_validator.py,quantum,quantum,quantum.integration.qiskit_adapter,False,
quantum/optimization/pyzx_optimizer.py,quantum,quantum,quantum.integration.pyzx_adapter,False,
quantum/optimization/qiskit_plugin.py,quantum,quantum,quantum.integration.qiskit_adapter,False,
quantum/optimization/qiskit_plugin.py,quantum,quantum,quantum.sandbox.qiskit_quantum_sandbox,False,
quantum/optimization/qiskit_plugin.py,quantum,quantum,quantum.critics.quantum_critic,False,
quantum/optimization/qiskit_plugin.py,quantum,quantum,quantum.evolution.population_manager,False,
quantum/optimization/qiskit_plugin.py,quantum,quantum,quantum.evolution.evolution_engine,False,
quantum/optimization/qiskit_plugin.py,quantum,quantum,quantum.optimization.pyzx_optimizer,False,
quantum/optimization/qiskit_plugin.py,quantum,quantum,quantum.optimization.qubit_placement,False,
quantum/optimization/qiskit_plugin.py,quantum,quantum,quantum.optimization.routing_engine,False,
quantum/optimization/qubit_placement.py,quantum,quantum,quantum.optimization.hardware_cost_model,False,
