artifact,exists,executable,verified,classification,notes
dashboard/src/components/educational/ConceptVisualizer.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/educational/ExplainLikeIm15.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/educational/GuidedConceptFlow.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/educational/InteractiveAnalogy.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/educational/LearningTooltip.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/educational/ProgressiveExplanation.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/educational/ScientificStory.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/educational/StepByStepDiscovery.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/interactive/DynamicSystemSimulator.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/interactive/EmbeddingExplorer.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/interactive/GeometryVisualizer.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/interactive/ModelComparator.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/interactive/NoiseVisualizer.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/interactive/SignalPlayground.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/layout/AdaptiveSidebar.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/layout/Breadcrumbs.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/layout/DomainSelector.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/layout/ExperimentalDock.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/layout/FocusMode.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/layout/Header.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/layout/Sidebar.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/motion/AnimatedCounter.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/motion/FadeIn.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/motion/MorphingCard.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/motion/Reveal.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/motion/ScrollReveal.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/motion/StaggerContainer.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/CertificationStatusCard.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/ConceptBreakdown.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/ConfidenceBadge.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/CriticalRegionDetector.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/DiscoveryCard.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/DiscoveryHero.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/EvidencePanel.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/ExperimentMetadataPanel.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/ExperimentReplayTimeline.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/ExportExperimentButton.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/FormulaCard.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/HypothesisTracker.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/InsightCard.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/InteractiveEquation.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/KinematicDerivativesChart.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/LatentEvolutionPlayer.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/LiveTelemetryConsole.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/ManifoldCollapsePlayer.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/MethodologyExplorer.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/NoiseRobustnessObservatory.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/RelatedResearchPanel.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/ResearchNarrative.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/ScientificLog.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/ScientificObservabilityDashboard.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/ScientificRegressionPanel.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/ScientificTrendChart.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/StabilityHeatmap.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/SweepComparisonPanel.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/scientific/Timeline.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/ui/AmbientBorder.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/ui/AnimatedBorder.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/ui/ComplexitySwitcher.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/ui/FocusContainer.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/ui/GlassCard.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/ui/GlassPanel.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/ui/KaTeX.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/ui/LanguageSwitcher.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/ui/PremiumCard.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/ui/ScientificSurface.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/components/ui/StatusIndicator.tsx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/constants/index.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/benchmarkData.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/bibliography.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/hypotheses.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/index.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/learningData.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/openQuestions.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/projectInfo.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/references.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/researchFindings.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/roadmapData.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/scientificLog.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/scientificMemory.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/theoryData.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/data/timelineData.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/hooks/useExperimentData.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/hooks/useHistoricalSweeps.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/hooks/useManifoldSnapshots.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/hooks/useMassiveSweepReport.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/hooks/useScientificArtifacts.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/hooks/useScientificRegressionReport.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/hooks/useSessionData.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/hooks/useTelemetry.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/lib/i18n/dictionaries.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/lib/realtime/index.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/lib/utils/cn.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/stores/appStore.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/types/discoveries.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/types/experiments.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/types/index.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/types/scientific.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
dashboard/src/types/telemetry.ts,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
datasets/cad_simulation_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
datasets/cad_thermal_network.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
datasets/fem_correlation_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
datasets/geometry_optimal_design.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
datasets/geometry_pareto_front.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
datasets/hil_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
datasets/nasa_atcs_telemetry.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
datasets/orbital_simulation_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
datasets/telemetry.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
datasets/telemetry_cleaned.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
datasets/thermal_dataset.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
datasets/thermal_dataset_test.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
docs/README.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
docs/REQUIREMENTS_TRACEABILITY_MATRIX.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
docs/SOFTWARE_DEVELOPMENT_PLAN.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
docs/SOFTWARE_VERIFICATION_PLAN.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
docs/papers/README.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
models/pinn_thermal.pth,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
models/pinn_thermal_2596938_117521ab.pth,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
openmdao_examples/run_margin_maximization.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
openmdao_examples/run_power_scheduling_opt.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
openmdao_examples/run_radiator_opt.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
openmdao_integration/components.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
openmdao_integration/mdo_benchmarks.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
openmdao_integration/system.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
physics/experiment_versioning.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
physics/__init__.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
physics/artifacts/experiments.db,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
physics/core/__init__.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
physics/core/neurosymbolic/neural_ode.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
physics/core/neurosymbolic/pinn.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
physics/core/neurosymbolic/symbolic.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
physics/core/neurosymbolic/__init__.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
real_telemetry_pipeline/dataset_preprocessing.ipynb,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
real_telemetry_pipeline/dataset_preprocessing.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
real_telemetry_pipeline/nasa_dataset_inventory.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
real_telemetry_pipeline/pipeline.py,TRUE,TRUE,TRUE,REAL,Nominal flight/ground asset.
real_telemetry_pipeline/real_vs_synthetic_comparison.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
real_telemetry_pipeline/telemetry_validation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/aging_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/cad_optimization_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/cavity_radiation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/closed_loop_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/constellation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/discovery_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/ecss_margins_summary.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/experiment_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/fdir_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/fem_correlation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/geometry_optimization_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/hil_real_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/hil_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/hpc_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/material_comparison_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/observability_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/operational_validation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/real_data_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/stiffness_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/stiff_benchmark_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/thermal_os_final_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/thermal_validation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/transient_power_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/tvac_correlation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reports/uncertainty_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
reproduce/reproduce_t18.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/API_DOCS.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/ARCHITECTURE.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/BUSINESS_CASE.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/CHANGELOG.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/CITATION.cff,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/DEMO_SCRIPT.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/DEPLOYMENT.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/Dockerfile,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/LICENSE.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/PRICING.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/README.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/ROADMAP.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/run_thermal_pipeline.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal_network_eclipse.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal_network_high_load.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal_network_nominal.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/WHITEPAPER.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/adcs/adcs_thermal_coupling.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/adcs/adcs_thermal_coupling_plot.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/adcs/adcs_thermal_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/adcs/adcs_thermal_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/api/Dockerfile,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/api/requirements.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/api/thermal_api.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/auth/multi_tenant.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/auth/README.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/causal_graph.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/evolving_twin_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/evolving_twin_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/fault_recovery_ai.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/fault_recovery_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/fault_recovery_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/mission_planner.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/mission_plan_example.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/planner_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/rl_agent.zip,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/rl_control_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/rl_thermal_control.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/self_evolving_twin.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/self_healing_plot.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/self_healing_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/self_healing_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/autonomy/self_healing_twin.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/cad/cubesat_cube.stl,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/cloud/deploy.sh,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/cloud/deploy_production.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/cloud/deploy_saas.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/cloud/docker-compose.yml,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/cloud/nginx.conf,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/comms/model_update.py,TRUE,TRUE,TRUE,REAL,Nominal flight/ground asset.
satellite/comms/protocol_documentation.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/comms/protocol_test.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/comms/space_protocol_stack.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/comms/state_sync.py,TRUE,TRUE,TRUE,REAL,Nominal flight/ground asset.
satellite/comms/sync_simulation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/comms/sync_simulation_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/constellation/cooperative_ai.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/constellation/cooperative_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/constellation/cooperative_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/constellation/swarm_intelligence.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/constellation/swarm_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/constellation/swarm_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/db/init.sql,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/db/README.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/db/telemetry_warehouse.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_data.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_log.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/run_demo.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_frames/frame_01.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_frames/frame_02.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_frames/frame_03.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_frames/frame_04.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_frames/frame_05.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_frames/frame_06.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_frames/frame_07.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_frames/frame_08.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_frames/frame_09.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_frames/frame_10.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_frames/frame_11.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_frames/frame_12.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_screenshots/ai_prediction_correlation.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_screenshots/anomaly_detection_trends.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_screenshots/autonomous_thermal_control.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_screenshots/constellation_view.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_screenshots/design_optimization_pareto.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_screenshots/monte_carlo_uncertainty.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_screenshots/orbital_simulation.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/demo/demo_screenshots/self_healing_calibration.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/deploy/.env.example,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/deploy/DEPLOYMENT.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/deploy/deploy_production.sh,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/deploy/docker-compose.yml,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/deploy/Makefile,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/deploy/nginx.conf,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/deploy/PUBLIC_DEMO.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/docs/WHITEPAPER_TECHNICAL.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/emc/emc_analysis.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/emc/emc_noise_plot.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/emc/emc_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/emc/emc_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/estimation/los_ekf_comparison.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/estimation/los_ekf_comparison.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/estimation/los_ekf_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/estimation/robust_los_ekf.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/assurance_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/deterministic_embedded_runtime.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/ecc_hamming.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
