Timestamp_Epoch,Orbit_Time_Min,ISS_ATCS_CPU_Raw_C,ISS_ATCS_Battery_Raw_C,ISS_ATCS_Radiator_Raw_C,Solar_Flux_W_m2,Payload_Power_W
177994367,172.79,47.505,22.673,14.336,0.0,5.0
177994388,173.15,47.237,22.688,16.312,0.0,5.0
177994410,173.51,47.14,22.646,16.271,0.0,5.0
177994432,173.87,47.116,22.45,19.118,0.0,5.0
177994453,174.23,48.079,22.601,18.171,0.0,5.0
177994475,174.59,47.935,22.622,19.711,0.0,5.0
177994496,174.95,47.911,22.465,21.337,0.0,5.0
177994518,175.31,48.465,22.88,20.218,0.0,5.0
177994540,175.67,48.537,22.803,20.915,0.0,5.0
177994561,176.03,49.892,22.657,22.141,0.0,5.0
177994583,176.39,49.818,22.713,25.671,0.0,5.0
177994605,176.75,49.712,22.759,25.065,0.0,5.0
177994626,177.11,50.558,22.442,28.898,0.0,5.0
177994648,177.47,50.249,22.733,27.127,1361.0,15.0
177994670,177.84,50.127,22.689,28.844,1361.0,15.0
177994691,178.2,51.334,22.664,31.113,1361.0,15.0
177994713,178.56,51.195,22.796,32.582,1361.0,15.0
177994735,178.92,50.819,23.132,33.685,1361.0,15.0
177994756,179.28,51.413,22.983,33.973,1361.0,15.0
177994778,179.64,51.394,22.827,34.864,1361.0,15.0
177994800,180.0,51.447,23.025,35.533,1361.0,15.0
