Timestamp_Epoch,Orbit_Time_Min,ISS_ATCS_CPU_Raw_C,ISS_ATCS_Battery_Raw_C,ISS_ATCS_Radiator_Raw_C,Solar_Flux_W_m2,Payload_Power_W,CPU_Cleaned_C,Radiator_Cleaned_C,CPU_Filtered_C,Radiator_Filtered_C
177989562,92.71,41.219,23.185,43.263,1361.0,15.0,41.81,43.287,41.050832367710285,40.08558254127391
177989583,93.07,41.877,23.06,43.287,1361.0,15.0,41.81,43.35,41.240624275782714,40.90168690595543
177989605,93.43,42.206,23.326,44.902,1361.0,15.0,41.877,44.902,41.399718206837036,41.90176517946657
177989627,93.79,41.72,23.167,46.479,1361.0,15.0,41.877,46.479,41.51903865512778,43.046073884599934
177989648,94.15,42.261,23.305,47.063,1361.0,15.0,42.206,47.063,41.69077899134584,44.05030541344995
177989670,94.51,41.18,23.704,48.489,1361.0,15.0,42.258,48.177,41.83258424350938,45.081979060087455
177989692,94.87,42.258,23.339,48.177,1361.0,15.0,42.261,48.489,41.93968818263203,45.93373429506559
177989713,95.23,42.756,23.56,50.15,1361.0,15.0,42.545,49.709,42.09101613697402,46.877550721299194
177989735,95.59,42.545,23.317,49.709,1361.0,15.0,42.756,50.15,42.257262102730515,47.695663040974395
177989757,95.95,43.882,23.453,51.854,1361.0,15.0,42.841,51.854,42.403196577047886,48.73524728073079
177989778,96.31,42.841,23.759,52.103,1361.0,15.0,43.418,52.103,42.65689743278592,49.577185460548094
177989800,96.67,43.418,23.435,53.205,1361.0,15.0,43.825,53.205,42.948923074589445,50.48413909541107
177989822,97.03,43.825,23.837,55.918,1361.0,15.0,43.549,55.918,43.09894230594208,51.8426043215583
177989843,97.39,44.526,23.707,56.714,1361.0,15.0,43.825,56.562,43.28045672945656,53.02245324116872
177989865,97.76,43.549,23.553,57.194,1361.0,15.0,44.467,56.714,43.57709254709242,53.94533993087654
177989886,98.12,44.76,23.769,56.562,1361.0,15.0,44.467,57.194,43.79956941031931,54.757504948157404
177989908,98.48,44.467,23.857,58.145,1361.0,15.0,44.467,58.145,43.96642705773948,55.60437871111805
177989930,98.84,44.236,23.842,60.392,1361.0,15.0,44.76,60.283,44.16482029330461,56.77403403333854
177989951,99.2,44.976,23.55,60.283,1361.0,15.0,44.868,60.392,44.34061521997845,57.678525525003906
177989973,99.56,45.031,23.714,63.082,1361.0,15.0,44.976,62.171,44.49946141498384,58.801644143752924
177989995,99.92,44.868,23.824,62.171,1361.0,15.0,45.031,62.795,44.63234606123788,59.7999831078147
177990016,100.28,45.331,23.887,62.795,1361.0,15.0,45.331,63.082,44.80700954592841,60.620487330861025
177990038,100.64,45.353,24.029,63.132,1361.0,15.0,45.353,63.132,44.94350715944631,61.24836549814577
177990060,101.0,45.754,24.001,64.3,1361.0,15.0,45.754,64.3,45.14613036958473,62.011274123609326
177990081,101.36,46.17,23.812,64.794,1361.0,15.0,45.794,64.794,45.30809777718855,62.70695559270699
177990103,101.72,46.734,24.107,66.301,1361.0,15.0,46.17,66.301,45.52357333289142,63.605466694530236
177990125,102.08,45.794,24.179,67.238,1361.0,15.0,46.17,66.362,45.68517999966856,64.29460002089768
177990146,102.44,47.328,24.209,66.362,1361.0,15.0,46.734,66.544,45.94738499975143,64.85695001567325
177990168,102.81,45.877,24.325,66.544,1361.0,15.0,46.775,66.742,46.154288749813574,65.32821251175494
177990189,103.17,46.775,24.325,66.742,1361.0,15.0,47.245,66.742,46.42696656236018,65.68165938381621
177990211,103.53,47.245,24.306,69.482,1361.0,15.0,47.097,68.284,46.594474921770136,66.33224453786215
177990233,103.89,47.293,24.264,68.641,1361.0,15.0,47.245,68.641,46.7571061913276,66.90943340339662
177990254,104.25,47.097,24.063,68.284,1361.0,15.0,47.293,69.482,46.8910796434957,67.55257505254747
177990276,104.61,47.425,24.413,71.136,1361.0,15.0,47.425,71.136,47.02455973262178,68.44843128941059
177990298,104.97,47.468,24.416,73.573,1361.0,15.0,47.468,71.843,47.135419799466334,69.29707346705794
177990319,105.33,47.583,24.462,71.843,1361.0,15.0,47.583,72.89,47.24731484959975,70.19530510029345
177990341,105.69,48.307,24.266,73.099,1361.0,15.0,47.973,73.099,47.42873613719982,70.92122882522008
177990363,106.05,48.254,24.331,72.89,1361.0,15.0,48.254,73.099,47.63505210289986,71.46567161891507
177990384,106.41,47.973,24.687,73.175,1361.0,15.0,48.307,73.175,47.8030390771749,71.8930037141863
177990406,106.77,48.745,24.558,74.515,1361.0,15.0,48.638,73.826,48.01177930788118,72.37625278563974
177990428,107.13,48.638,24.701,73.826,1361.0,15.0,48.745,74.515,48.195084480910886,72.9109395892298
177990449,107.49,48.966,24.638,74.703,1361.0,15.0,48.745,74.535,48.33256336068317,73.31695469192235
177990471,107.86,49.013,24.672,75.101,1361.0,15.0,48.764,74.703,48.44042252051238,73.66346601894176
177990492,108.22,48.546,24.842,74.535,1361.0,15.0,48.966,75.101,48.571816890384284,74.02284951420631
177990514,108.58,48.764,24.657,76.328,1361.0,15.0,49.013,75.275,48.68211266778821,74.33588713565473
177990536,108.94,49.393,24.781,75.551,1361.0,15.0,49.284,75.551,48.83258450084116,74.63966535174104
177990557,109.3,49.44,24.73,75.275,1361.0,15.0,49.393,75.563,48.97268837563087,74.87049901380578
177990579,109.66,49.284,24.766,76.66,1361.0,15.0,49.43,75.563,49.08701628172315,75.04362426035433
177990601,110.02,49.43,24.816,75.563,1361.0,15.0,49.43,76.567,49.172762211292365,75.42446819526575
177990622,110.38,49.981,24.926,76.567,1361.0,15.0,49.43,76.66,49.237071658469276,75.73335114644931
177990644,110.74,49.314,24.851,76.676,1361.0,15.0,49.618,76.676,49.33230374385195,75.96901335983698
177990666,111.1,49.846,25.141,77.777,1361.0,15.0,49.678,76.931,49.41872780788896,76.20951001987773
177990687,111.46,49.618,24.847,77.317,1361.0,15.0,49.678,77.317,49.483545855916724,76.4863825149083
177990709,111.82,49.678,24.981,76.931,1361.0,15.0,49.846,77.726,49.57415939193754,76.79628688618122
177990731,112.18,50.265,24.971,77.726,1361.0,15.0,50.212,77.485,49.733619543953154,76.96846516463592
177990752,112.55,50.212,25.281,78.251,1361.0,15.0,50.258,77.485,49.86471465796487,77.09759887347694
177990774,112.91,50.258,25.12,77.485,1361.0,15.0,50.258,77.485,49.96303599347365,77.1944491551077
177990795,113.27,50.501,25.271,76.949,1361.0,15.0,50.258,76.949,50.03677699510524,77.13308686633079
177990817,113.63,50.028,24.918,75.689,1361.0,15.0,50.258,76.376,50.092082746328934,76.94381514974809
177990839,113.99,50.328,25.205,75.815,1361.0,15.0,50.241,75.953,50.129312059746695,76.69611136231106
177990860,114.35,49.962,25.322,76.376,1361.0,15.0,50.08,75.953,50.116984044810025,76.51033352173329
177990882,114.71,50.241,25.223,75.953,1361.0,15.0,50.187,76.157,50.134488033607525,76.42200014129996
177990904,115.07,50.08,25.393,76.157,1361.0,15.0,50.187,76.175,50.14761602520565,76.36025010597497
177990925,115.43,50.187,25.176,76.175,1361.0,15.0,50.187,76.157,50.15746201890424,76.30943757948123
177990947,115.79,50.397,25.486,76.373,1361.0,15.0,50.187,76.157,50.16484651417818,76.27132818461092
177990969,116.15,49.837,25.639,75.579,1361.0,15.0,50.187,75.8,50.17038488563364,76.1534961384582
177990990,116.51,51.002,25.258,75.8,1361.0,15.0,49.837,75.579,50.08703866422523,76.00987210384365
177991012,116.87,49.759,25.264,75.115,1361.0,15.0,49.837,75.115,50.02452899816892,75.78615407788274
177991034,117.23,49.666,25.565,72.949,1361.0,15.0,50.437,73.86,50.12764674862669,75.30461555841205
177991055,117.6,50.602,25.601,73.525,1361.0,15.0,50.347,73.525,50.18248506147002,74.85971166880904
177991077,117.96,50.437,25.301,73.86,1361.0,15.0,50.347,73.525,50.22361379610252,74.52603375160678
177991098,118.32,50.347,25.33,72.496,1361.0,15.0,50.347,73.694,50.25446034707689,74.31802531370508
177991120,118.68,50.32,25.365,73.694,1361.0,15.0,50.32,73.694,50.27084526030767,74.1620189852788
177991142,119.04,50.032,25.218,74.078,1361.0,15.0,50.032,73.319,50.21113394523074,73.95126423895911
177991163,119.4,49.641,25.294,73.319,1361.0,15.0,49.989,73.319,50.155600458923054,73.79319817921933
177991185,119.76,49.989,25.292,71.528,1361.0,15.0,49.989,72.537,50.11395034419229,73.4791486344145
177991207,120.12,49.642,25.337,72.537,1361.0,15.0,49.749,71.528,50.022712758144216,72.99136147581088
177991228,120.48,50.252,25.456,70.781,1361.0,15.0,49.749,70.781,49.95428456860816,72.43877110685816
177991250,120.84,49.749,25.504,69.774,1361.0,15.0,49.642,69.774,49.87621342645612,71.77257833014362
177991272,121.2,49.419,25.709,68.932,1361.0,15.0,49.749,68.932,49.84441006984209,71.06243374760771
177991293,121.56,49.557,25.333,68.597,1361.0,15.0,49.557,68.597,49.77255755238157,70.44607531070578
177991315,121.92,49.784,25.635,67.884,1361.0,15.0,49.419,67.884,49.68416816428618,69.80555648302933
177991337,122.28,49.322,25.46,67.73,1361.0,15.0,49.491,67.73,49.63587612321463,69.286667362272
177991358,122.65,49.144,25.488,67.043,1361.0,15.0,49.409,67.043,49.579157092410966,68.725750521704
177991380,123.01,49.491,25.599,66.203,1361.0,15.0,49.322,66.203,49.51486781930822,68.09506289127799
177991402,123.37,49.409,25.331,65.876,1361.0,15.0,49.144,65.876,49.42215086448117,67.5402971684585
177991423,123.73,49.022,25.557,65.817,1361.0,15.0,49.134,65.817,49.350113148360876,67.10947287634387
177991445,124.09,48.947,25.525,64.844,1361.0,15.0,49.022,64.844,49.26808486127065,66.5431046572579
177991466,124.45,49.134,25.572,61.878,1361.0,15.0,48.947,62.453,49.187813645952986,65.52057849294343
177991488,124.81,48.366,25.539,60.124,1361.0,15.0,48.454,61.878,49.00436023446474,64.60993386970758
177991510,125.17,48.282,25.861,62.453,1361.0,15.0,48.454,60.124,48.86677017584856,63.488450402280684
177991531,125.53,48.454,25.393,59.556,1361.0,15.0,48.454,59.741,48.76357763188642,62.55158780171051
177991553,125.89,48.549,25.404,59.741,1361.0,15.0,48.549,59.556,48.70993322391482,61.802690851282875
177991575,126.25,48.65,25.384,58.031,1361.0,15.0,48.641,58.031,48.69269991793611,60.85976813846216
177991596,126.61,49.003,25.387,56.588,1361.0,15.0,48.641,57.809,48.67977493845208,60.09707610384662
177991618,126.97,48.641,25.367,57.809,1361.0,15.0,48.641,57.102,48.670081203839054,59.34830707788496
177991640,127.33,48.116,25.632,57.102,1361.0,15.0,48.116,56.588,48.53156090287929,58.65823030841372
177991661,127.7,48.052,25.657,54.983,1361.0,15.0,48.052,54.983,48.41167067715947,57.73942273131029
177991683,128.06,47.535,25.347,52.24,1361.0,15.0,47.804,53.139,48.259753007869605,56.58931704848272
177991705,128.42,47.804,25.296,53.139,1361.0,15.0,47.683,53.029,48.1155647559022,55.69923778636204
177991726,128.78,47.568,25.479,53.029,1361.0,15.0,47.568,52.24,47.978673566926645,54.834428339771534
177991748,129.14,47.683,25.312,50.381,1361.0,15.0,47.568,50.901,47.876005175194976,53.85107125482865
177991769,129.5,47.091,25.476,50.901,1361.0,15.0,47.568,50.381,47.79900388139623,52.983553441121494
177991791,129.86,47.496,25.396,49.737,1361.0,15.0,47.496,49.737,47.723252911047176,52.17191508084112
177991813,130.22,47.766,25.122,49.277,1361.0,15.0,47.091,49.277,47.56518968328538,51.44818631063083
177991834,130.58,46.973,25.565,47.86,1361.0,15.0,47.038,47.86,47.43339226246404,50.55113973297313
177991856,130.94,47.038,25.584,45.865,1361.0,15.0,47.014,46.798,47.32854419684803,49.612854799729845
177991878,131.3,47.014,25.204,46.798,1361.0,15.0,46.973,45.865,47.23965814763602,48.67589109979738
177991899,131.66,46.436,25.219,44.553,1361.0,15.0,46.543,44.553,47.06549361072702,47.645168324848036
177991921,132.02,46.543,25.3,43.639,1361.0,15.0,46.436,43.639,46.90812020804527,46.64362624363603
177991943,132.38,46.315,25.286,41.786,1361.0,15.0,46.315,41.786,46.75984015603395,45.42921968272702
177991964,132.75,46.205,25.313,41.184,1361.0,15.0,46.205,41.184,46.62113011702546,44.36791476204527
177991986,133.11,45.711,25.493,39.74,1361.0,15.0,45.927,39.974,46.44759758776909,43.269436071533946
177992008,133.47,45.884,25.141,39.331,1361.0,15.0,45.927,39.74,46.317448190826816,42.38707705365046
177992029,133.83,45.927,25.024,39.974,1361.0,15.0,45.884,39.331,46.20908614312012,41.623057790237844
177992051,134.19,46.162,24.912,36.144,1361.0,15.0,45.927,36.588,46.138564607340086,40.36429334267838
177992072,134.55,45.818,24.984,34.87,1361.0,15.0,45.927,36.144,46.085673455505066,39.30922000700878
177992094,134.91,46.148,25.062,36.588,1361.0,15.0,45.818,34.87,46.018755091628805,38.19941500525659
177992116,135.27,44.833,25.31,34.018,1361.0,15.0,45.341,34.018,45.849316318721606,37.154061253942444
177992137,135.63,45.341,24.935,32.547,1361.0,15.0,45.341,33.03,45.722237239041206,36.123045940456834
177992159,135.99,44.919,25.018,33.03,1361.0,15.0,44.919,32.547,45.521427929280904,35.22903445534263
177992181,136.35,45.574,24.953,30.494,1361.0,15.0,44.919,32.547,45.37082094696068,34.55852584150697
177992202,136.71,44.229,25.105,31.631,1361.0,15.0,44.229,31.631,45.0853657102205,33.82664438113023
177992224,137.07,14.071,25.276,89.55,1361.0,15.0,44.022,30.494,44.81952428266537,32.993483285847674
177992246,137.43,44.022,24.786,27.456,1361.0,15.0,43.765,28.796,44.55589321199902,31.944112464385753
177992267,137.8,43.268,24.761,28.796,1361.0,15.0,43.529,27.456,44.29916990899926,30.822084348289316
177992289,138.16,43.765,24.96,25.275,0.0,5.0,43.752,25.459,44.16237743174945,29.48131326121699
177992311,138.52,43.529,24.873,25.459,0.0,5.0,43.69,25.275,44.04428307381208,28.42973494591274
177992332,138.88,43.752,25.015,24.038,0.0,5.0,43.752,24.038,43.97121230535906,27.331801209434555
177992354,139.24,43.69,24.793,23.924,0.0,5.0,43.69,23.924,43.90090922901929,26.479850907075914
177992375,139.6,44.166,24.618,23.15,0.0,5.0,43.69,23.15,43.848181921764464,25.647388180306933
177992397,139.96,43.659,24.726,20.774,0.0,5.0,43.659,20.774,43.80088644132334,24.4290411352302
177992419,140.32,42.914,24.77,19.077,0.0,5.0,43.078,19.189,43.62016483099251,23.11903085142265
177992440,140.68,42.652,24.692,19.189,0.0,5.0,42.914,19.077,43.44362362324438,22.108523138566987
177992462,141.04,43.078,24.61,17.194,0.0,5.0,42.914,18.657,43.31121771743328,21.245642353925238
177992484,141.4,42.224,24.658,18.657,0.0,5.0,42.974,17.194,43.226913288074954,20.23273176544393
177992505,141.76,43.358,24.638,16.02,0.0,5.0,42.974,16.02,43.16368496605621,19.179548824082946
177992527,142.12,42.974,24.633,14.632,0.0,5.0,42.224,14.632,42.92876372454215,18.042661618062212
177992549,142.48,42.192,24.487,14.204,0.0,5.0,42.686,14.204,42.86807279340662,17.082996213546657
177992570,142.85,41.576,24.328,11.916,0.0,5.0,42.192,12.431,42.69905459505497,15.919997160159992
177992592,143.21,42.686,24.338,11.358,0.0,5.0,42.192,11.916,42.572290946291226,14.918997870119995
177992614,143.57,41.985,24.46,12.431,0.0,5.0,41.985,11.358,42.42546820971842,14.028748402589997
177992635,143.93,42.415,24.12,9.893,0.0,5.0,41.985,9.893,42.315351157288816,12.994811301942498
177992657,144.29,41.174,24.26,8.691,0.0,5.0,41.607,9.282,42.138263367966616,12.066608476456874
177992678,144.65,41.467,24.108,9.282,0.0,5.0,41.525,9.048,41.98494752597496,11.311956357342655
177992700,145.01,41.607,24.134,9.048,0.0,5.0,41.467,8.691,41.85546064448122,10.656717268006993
177992722,145.37,41.525,24.284,7.826,0.0,5.0,41.525,7.826,41.77284548336092,9.949037951005245
177992743,145.73,41.231,24.083,7.292,0.0,5.0,41.525,7.292,41.71088411252069,9.284778463253934
177992765,146.09,41.569,24.023,4.949,0.0,5.0,41.231,5.507,41.590913084390515,8.34033384744045
177992787,146.45,40.804,23.775,3.604,0.0,5.0,41.114,4.949,41.47168481329289,7.492500385580337
177992808,146.81,41.09,24.053,5.507,0.0,5.0,41.114,3.604,41.38226360996967,6.520375289185253
177992830,147.17,41.114,24.0,3.158,0.0,5.0,41.114,3.288,41.31519770747725,5.71228146688894
177992852,147.54,41.195,24.19,2.534,0.0,5.0,41.114,3.158,41.26489828060794,5.0737111001667055
177992873,147.9,41.201,23.782,3.288,0.0,5.0,41.114,2.534,41.22717371045595,4.438783325125029
177992895,148.26,40.397,23.823,1.946,0.0,5.0,41.195,2.165,41.21913028284196,3.8703374938437713
177992917,148.62,40.169,23.791,1.231,0.0,5.0,40.798,1.946,41.113847712131474,3.3892531203828287
177992938,148.98,41.232,23.953,2.165,0.0,5.0,40.397,1.231,40.9346357840986,2.8496898402871214
177992960,149.34,40.798,23.665,-0.944,0.0,5.0,40.798,-0.089,40.900476838073956,2.115017380215341
177992981,149.7,40.313,23.684,-0.089,0.0,5.0,40.798,-0.944,40.87485762855547,1.3502630351615057
177993003,150.06,41.185,23.697,-1.41,0.0,5.0,40.798,-1.089,40.8556432214166,0.7404472763711293
177993025,150.42,40.567,23.597,-1.733,0.0,5.0,40.567,-1.41,40.78348241606245,0.202835457278347
177993046,150.78,40.953,23.466,-1.089,0.0,5.0,40.953,-1.733,40.82586181204684,-0.2811234070412398
177993068,151.14,40.474,23.527,-2.473,0.0,5.0,40.953,-2.473,40.85764635903513,-0.8290925552809298
177993090,151.5,41.241,23.623,-2.888,0.0,5.0,40.953,-2.825,40.88148476927635,-1.3280694164606974
177993111,151.86,41.093,23.273,-2.825,0.0,5.0,40.743,-2.888,40.84686357695726,-1.718052062345523
177993133,152.22,40.271,23.412,-4.512,0.0,5.0,40.743,-4.512,40.82089768271795,-2.4165390467591426
177993155,152.59,40.743,23.253,-5.307,0.0,5.0,40.743,-5.307,40.80142326203846,-3.139154285069357
177993176,152.95,40.601,23.503,-5.835,0.0,5.0,40.601,-5.307,40.751317446528844,-3.681115713802018
177993198,153.31,40.884,23.062,-6.983,0.0,5.0,40.612,-5.835,40.71648808489663,-4.219586785351513
177993220,153.67,39.949,23.174,-3.655,0.0,5.0,40.612,-6.212,40.69036606367247,-4.717690089013635
177993241,154.03,40.612,23.282,-6.765,0.0,5.0,40.612,-6.477,40.670774547754355,-5.157517566760227
177993263,154.39,40.77,23.428,-6.212,0.0,5.0,39.949,-6.212,40.49033091081577,-5.42113817507017
177993284,154.75,39.656,23.151,-6.477,0.0,5.0,39.904,-6.212,40.34374818311183,-5.618853631302628
177993306,155.11,39.904,23.047,-6.14,0.0,5.0,39.904,-6.14,40.23381113733387,-5.749140223476971
177993328,155.47,39.585,23.382,-5.845,0.0,5.0,39.904,-6.14,40.151358353000404,-5.846855167607728
177993349,155.83,40.321,22.853,-5.941,0.0,5.0,40.321,-6.14,40.1937687647503,-5.920141375705796
177993371,156.19,40.749,22.711,-7.35,0.0,5.0,40.573,-6.711,40.28857657356273,-6.117856031779347
177993393,156.55,41.101,23.078,-7.059,0.0,5.0,40.749,-7.059,40.40368243017205,-6.35314202383451
177993414,156.91,40.573,22.908,-6.711,0.0,5.0,40.749,-7.059,40.490011822629036,-6.529606517875883
177993436,157.27,41.244,22.803,-7.219,0.0,5.0,40.573,-6.711,40.51075886697178,-6.5749548884069124
177993458,157.64,40.094,23.036,-5.552,0.0,5.0,40.573,-6.533,40.52631915022884,-6.564466166305184
177993479,158.0,40.023,22.94,-6.533,0.0,5.0,40.094,-6.533,40.41823936267163,-6.5565996247288885
177993501,158.36,40.746,22.793,-6.264,0.0,5.0,40.094,-6.264,40.33717952200372,-6.483449718546666
177993523,158.72,10.99,22.661,-86.252,0.0,5.0,40.162,-6.453,40.29338464150279,-6.475837288909999
177993544,159.08,40.897,22.96,-5.689,0.0,5.0,40.746,-6.453,40.40653848112709,-6.470127966682499
177993566,159.44,40.162,22.903,-6.453,0.0,5.0,40.64,-6.453,40.464903860845325,-6.465845975011875
177993587,159.8,41.037,22.769,-7.627,0.0,5.0,40.897,-6.453,40.572927895633995,-6.462634481258906
177993609,160.16,40.64,23.039,-5.918,0.0,5.0,41.037,-6.453,40.6889459217255,-6.460225860944179
177993631,160.52,41.523,22.58,-6.656,0.0,5.0,41.082,-6.311,40.787209441294124,-6.422919395708135
177993652,160.88,41.501,22.492,-6.311,0.0,5.0,41.361,-5.918,40.93065708097059,-6.296689546781101
177993674,161.24,41.082,22.598,-5.047,0.0,5.0,41.361,-5.047,41.038242810727944,-5.9842671600858255
177993696,161.6,41.361,22.676,-4.174,0.0,5.0,41.361,-4.958,41.118932108045954,-5.727700370064369
177993717,161.96,41.256,22.702,-4.958,0.0,5.0,41.361,-4.362,41.17944908103446,-5.386275277548277
177993739,162.32,41.773,22.612,-4.362,0.0,5.0,41.655,-4.174,41.29833681077585,-5.083206458161207
177993761,162.69,42.303,22.685,-2.746,0.0,5.0,41.773,-3.674,41.41700260808189,-4.730904843620905
177993782,163.05,41.655,22.43,-3.674,0.0,5.0,42.107,-2.746,41.58950195606141,-4.234678632715679
177993804,163.41,42.383,22.82,-1.138,0.0,5.0,42.143,-2.746,41.72787646704606,-3.8625089745367593
177993826,163.77,42.107,22.578,-2.534,0.0,5.0,42.143,-2.534,41.831657350284544,-3.53038173090257
177993847,164.13,42.143,22.745,-4.168,0.0,5.0,42.344,-1.421,41.95974301271341,-3.0030362981769274
177993869,164.49,42.564,22.617,-1.421,0.0,5.0,42.344,-1.421,42.05580725953506,-2.6075272236326956
177993890,164.85,42.344,22.624,-1.248,0.0,5.0,42.564,-1.248,42.182855444651295,-2.2676454177245216
177993912,165.21,42.691,22.631,0.1,0.0,5.0,42.593,-0.056,42.285391583488476,-1.7147340632933912
177993934,165.57,42.593,22.604,0.099,0.0,5.0,42.691,-0.056,42.38679368761636,-1.3000505474700434
177993955,165.93,44.022,22.625,-0.056,0.0,5.0,43.297,0.099,42.614345265712274,-0.9502879106025326
177993977,166.29,43.418,22.721,-0.434,0.0,5.0,43.418,0.099,42.81525894928421,-0.6879659329518995
177993999,166.65,43.297,22.546,1.099,0.0,5.0,43.838,1.099,43.07094421196315,-0.2412244497139246
177994020,167.01,43.838,22.617,1.163,0.0,5.0,43.838,1.163,43.262708158972366,0.10983166271455658
177994042,167.37,43.888,22.493,2.069,0.0,5.0,43.888,2.069,43.419031119229274,0.5996237470359174
177994064,167.74,44.029,22.72,3.804,0.0,5.0,44.029,3.804,43.57152333942196,1.400717810276938
177994085,168.1,44.551,22.4,5.48,0.0,5.0,44.48,4.366,43.798642504566466,2.1420383577077033
177994107,168.46,44.8,22.77,5.055,0.0,5.0,44.551,5.055,43.98673187842485,2.8702787682807775
177994129,168.82,44.48,22.494,4.366,0.0,5.0,44.661,5.48,44.15529890881864,3.5227090762105835
177994150,169.18,44.661,22.286,6.603,0.0,5.0,44.661,6.603,44.28172418161398,4.292781807157938
177994172,169.54,44.984,22.521,8.059,0.0,5.0,44.661,7.23,44.376543136210486,5.0270863553684535
177994193,169.9,44.379,22.403,7.23,0.0,5.0,44.903,8.059,44.50815735215786,5.7850647665263395
177994215,170.26,44.903,22.634,8.472,0.0,5.0,44.984,8.472,44.627118014118395,6.456798574894755
177994237,170.62,46.268,22.415,9.436,0.0,5.0,46.056,9.436,44.9843385105888,7.201598931171066
177994258,170.98,46.595,22.451,9.564,0.0,5.0,46.268,9.564,45.3052538829416,7.7921991983783
177994280,171.34,46.056,22.241,11.716,0.0,5.0,46.595,11.716,45.6276904122062,8.773149398783724
177994302,171.7,46.607,22.464,11.902,0.0,5.0,46.607,11.902,45.87251780915465,9.555362049087794
177994323,172.06,46.725,22.176,13.281,0.0,5.0,46.725,13.011,46.085638356865985,10.419271536815845
177994345,172.42,48.059,22.312,13.011,0.0,5.0,47.237,13.281,46.37347876764949,11.134703652611885
177994367,172.79,47.505,22.673,14.336,0.0,5.0,47.237,14.336,46.589359075737114,11.935027739458913
177994388,173.15,47.237,22.688,16.312,0.0,5.0,47.237,16.271,46.75126930680283,13.019020804594184
177994410,173.51,47.14,22.646,16.271,0.0,5.0,47.237,16.312,46.87270198010212,13.84226560344564
177994432,173.87,47.116,22.45,19.118,0.0,5.0,47.237,18.171,46.963776485076586,14.92444920258423
177994453,174.23,48.079,22.601,18.171,0.0,5.0,47.911,19.118,47.20058236380744,15.972836901938173
177994475,174.59,47.935,22.622,19.711,0.0,5.0,47.935,19.711,47.384186772855585,16.907377676453628
177994496,174.95,47.911,22.465,21.337,0.0,5.0,48.079,20.218,47.557890079641695,17.73503325734022
177994518,175.31,48.465,22.88,20.218,0.0,5.0,48.465,20.915,47.78466755973127,18.530024943005166
177994540,175.67,48.537,22.803,20.915,0.0,5.0,48.537,21.337,47.97275066979845,19.231768707253874
177994561,176.03,49.892,22.657,22.141,0.0,5.0,49.712,22.141,48.40756300234884,19.959076530440406
177994583,176.39,49.818,22.713,25.671,0.0,5.0,49.818,25.065,48.76017225176163,21.235557397830306
177994605,176.75,49.712,22.759,25.065,0.0,5.0,49.892,25.671,49.043129188821226,22.34441804837273
177994626,177.11,50.558,22.442,28.898,0.0,5.0,50.127,27.127,49.31409689161592,23.540063536279547
177994648,177.47,50.249,22.733,27.127,1361.0,15.0,50.249,28.844,49.54782266871194,24.86604765220966
177994670,177.84,50.127,22.689,28.844,1361.0,15.0,50.558,28.898,49.80036700153395,25.874035739157243
177994691,178.2,51.334,22.664,31.113,1361.0,15.0,50.819,31.113,50.05502525115047,27.18377680436793
177994713,178.56,51.195,22.796,32.582,1361.0,15.0,51.195,32.582,50.340018938362846,28.533332603275944
177994735,178.92,50.819,23.132,33.685,1361.0,15.0,51.334,33.685,50.588514203772135,29.82124945245696
177994756,179.28,51.413,22.983,33.973,1361.0,15.0,51.394,33.973,50.7898856528291,30.859187089342722
177994778,179.64,51.394,22.827,34.864,1361.0,15.0,51.403499999999994,34.418499999999995,50.94328923962182,31.74901531700704
177994800,180.0,51.447,23.025,35.533,1361.0,15.0,51.413,34.864,51.060716929716364,32.52776148775528
